City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,vanavara,60.34,102.2797,-1.09,96,100,3.49,RU,1680069824
272,cherskiy,68.75,161.3,-8.71,88,100,3.89,RU,1680069580
273,severobaykalsk,55.65,109.3167,-4.2,92,100,0.93,RU,1680069824
274,buala,-8.145,159.5921,27.91,79,93,1.63,SB,1680069824
275,havelock,34.8791,-76.9013,12.99,92,100,9.26,US,1680069824
276,najran,17.4924,44.1277,22.17,53,99,6.53,SA,1680069664
277,kedrovyy,56.1667,91.8167,12.23,78,91,5.12,RU,1680069824
278,oda,35.1833,132.5,13.46,51,36,4.39,JP,1680069825
279,acapulco,16.8634,-99.8901,24.9,78,0,1.54,MX,1680069825
280,poum,-20.2333,164.0167,26.65,75,99,3.16,NC,1680069825
281,cairns,-16.9167,145.7667,31.73,73,100,3.6,AU,1680069695
282,obera,-27.4871,-55.1199,21.9,84,1,2.08,AR,1680069825
283,tromso,69.6496,18.957,-5.35,86,0,1.54,NO,1680069825
284,yenagoa,4.9247,6.2642,25.68,88,97,0.65,NG,1680069825
285,constitucion,-35.3333,-72.4167,11.55,80,16,4.21,CL,1680069769
286,limbang,4.75,115.0,31.06,79,54,2.03,MY,1680069758
287,lhokseumawe,5.1801,97.1507,29.81,65,63,3.94,ID,1680069826
288,hudson bay,52.85,-102.3842,-16.28,96,56,2.73,CA,1680069826
289,umm lajj,25.0213,37.2685,24.91,37,0,5.06,SA,1680069826
290,bima,-8.4667,118.7167,28.01,84,97,1.24,ID,1680069826
291,lashio,22.9333,97.75,30.51,26,15,2.66,MM,1680069569
292,newport,51.5877,-2.9984,10.62,94,93,3.8,GB,1680069827
293,dogondoutchi,13.6393,4.0287,23.37,16,19,4.37,NE,1680069827
294,vila,42.0304,-8.1588,11.49,71,99,2.53,PT,1680069827
295,yerkoy,39.6381,34.4672,4.51,96,100,1.87,TR,1680069827
296,quatre cocos,-20.2078,57.7625,28.94,69,61,5.03,MU,1680069827
297,goba,7.0167,39.9833,14.61,71,56,1.76,ET,1680069828
298,hay river,60.8156,-115.7999,-4.12,98,100,2.6,CA,1680069717
299,neka,36.6508,53.299,18.73,63,0,2.06,IR,1680069828
300,polson,47.6936,-114.1632,1.23,83,99,2.25,US,1680069828
301,lakes entrance,-37.8811,147.981,14.53,94,100,3.3,AU,1680069658
302,ngunguru,-35.6167,174.5,15.01,54,3,6.96,NZ,1680069828
303,ziro,27.6333,93.8333,14.41,75,75,0.85,IN,1680069829
304,codrington,-38.2667,141.9667,15.89,62,85,6.94,AU,1680069732
305,vila velha,-20.3297,-40.2925,26.64,84,40,1.03,BR,1680069586
306,lasa,46.6166,10.7002,2.79,81,100,1.8,IT,1680069590
307,kaitangata,-46.2817,169.8464,9.52,64,60,3.08,NZ,1680069557
308,hualmay,-11.0964,-77.6139,24.62,75,98,2.79,PE,1680069697
309,mount pleasant,32.7941,-79.8626,17.83,98,40,4.12,US,1680069659
310,krasnoturansk,54.3186,91.5639,6.74,72,72,2.98,RU,1680069830
311,bolgatanga,10.7856,-0.8514,29.45,48,96,2.69,GH,1680069830
312,ingham,42.6,-84.3833,2.79,82,40,0.0,US,1680069830
313,obihiro,42.9172,143.2044,9.3,47,6,2.57,JP,1680069830
314,cabra,37.4725,-4.4421,11.59,50,64,2.05,ES,1680069830
315,sioux lookout,50.1001,-91.917,-11.58,93,100,3.76,CA,1680069831
316,roald,62.5833,6.1333,-0.69,74,0,4.12,NO,1680069831
317,mingaora,34.7758,72.3625,20.94,44,92,2.53,PK,1680069831
318,storslett,69.7678,21.0247,-9.0,67,40,1.03,NO,1680069716
319,constantine,36.365,6.6147,3.67,70,0,1.03,DZ,1680069595
320,fort myers beach,26.452,-81.9481,24.03,91,0,1.54,US,1680069831
321,parkes,-33.1333,148.1833,22.97,58,58,0.45,AU,1680069831
322,namatanai,-3.6667,152.4333,27.99,75,56,1.53,PG,1680069655
323,bubaque,11.2833,-15.8333,25.68,66,96,3.77,GW,1680069832
324,chernyshevskiy,63.0128,112.4714,-12.34,77,47,1.85,RU,1680069582
325,tshikapa,-6.4167,20.8,21.59,96,100,0.98,CD,1680069832
326,samarai,-10.6167,150.6667,29.23,68,2,5.51,PG,1680069722
327,praya,14.9215,-23.5087,26.3,17,0,4.12,CV,1680069832
328,port blair,11.6667,92.75,30.02,66,40,3.6,IN,1680069313
329,catia la mar,10.6038,-67.0303,25.55,75,52,4.75,VE,1680069832
330,sitangkai,4.6628,119.3928,27.56,79,97,6.36,PH,1680069833
331,richards bay,-28.783,32.0377,21.37,67,3,4.12,ZA,1680069833
332,howard springs,-12.497,131.047,34.99,59,71,2.2,AU,1680069833
333,roma,43.2128,-75.4557,0.4,90,0,0.0,US,1680069833
334,neuquen,-38.9516,-68.0591,13.28,47,21,11.28,AR,1680069833
335,karpogory,64.0019,44.4451,-5.74,88,100,3.7,RU,1680069664
336,westport,41.1415,-73.3579,5.11,69,45,0.89,US,1680069649
337,hatillo,18.4863,-66.8254,24.18,89,2,0.89,PR,1680069834
338,sauk rapids,45.5919,-94.1661,-10.68,75,0,5.66,US,1680069707
339,broome,42.2506,-75.833,1.22,79,92,0.89,US,1680069707
340,borovany,48.8986,14.6423,2.05,72,100,2.72,CZ,1680069834
341,turayf,31.6725,38.6637,16.61,31,0,4.99,SA,1680069834
342,kigoma,-4.8769,29.6267,21.16,88,100,1.81,TZ,1680069834
343,kang,-23.6752,22.7876,18.48,74,78,2.88,BW,1680069834
344,uba,-21.12,-42.9428,20.44,98,100,0.8,BR,1680069835
345,haines junction,60.7522,-137.5108,-9.37,97,66,1.18,CA,1680069673
346,limuru,-1.1,36.65,13.69,94,79,2.49,KE,1680069835
347,atar,20.5169,-13.0499,26.16,9,0,2.76,MR,1680069692
348,yaan,7.3833,8.5667,26.13,73,80,2.6,NG,1680069835
349,portland,45.5234,-122.6762,6.23,93,100,0.89,US,1680069225
350,kirakira,-10.4544,161.9205,28.3,78,83,2.12,SB,1680069836
351,coahuayana,18.7333,-103.6833,19.95,86,5,2.08,MX,1680069836
352,dauriya,49.9333,116.8667,6.42,55,76,6.88,RU,1680069836
353,port-gentil,-0.7193,8.7815,25.98,94,40,2.06,GA,1680069596
354,savinka,50.0785,47.0994,9.74,64,100,5.7,RU,1680069836
355,marawi,7.9986,124.2928,23.36,93,100,1.92,PH,1680069836
356,pedernales,18.0384,-71.744,24.13,56,0,1.72,DO,1680069596
357,san quintin,30.4833,-115.95,13.21,84,0,4.8,MX,1680069422
358,papenburg,53.0667,7.4,6.08,88,100,1.79,DE,1680069837
359,mulchen,-37.7167,-72.2333,6.99,84,7,1.65,CL,1680069837
360,nampula,-15.1165,39.2666,20.89,97,99,2.38,MZ,1680069837
361,tombouctou,20.0,-3.0,24.22,9,40,4.84,ML,1680069838
362,bhigvan,18.3167,74.7667,32.74,18,32,1.15,IN,1680069838
363,hurghada,27.2574,33.8129,21.56,55,0,9.89,EG,1680069649
364,fairbanks,64.8378,-147.7164,-11.95,97,49,1.28,US,1680069838
365,copiapo,-27.3667,-70.3333,19.9,70,0,0.48,CL,1680069838
366,rocha,-34.4833,-54.3333,15.89,99,6,2.38,UY,1680069626
367,sinnamary,5.3833,-52.95,25.53,82,89,6.05,GF,1680069640
368,lengshuitan,26.4111,111.5956,13.18,91,100,0.56,CN,1680069839
369,qaqortoq,60.7167,-46.0333,-9.41,67,32,4.15,GL,1680069657
370,barra patuca,15.8,-84.2833,25.32,75,5,4.85,HN,1680069839
371,ivybridge,50.3904,-3.9191,11.81,99,100,6.77,GB,1680069839
372,roebourne,-20.7833,117.1333,28.76,69,100,6.15,AU,1680069839
373,idlib,35.9306,36.6339,12.82,69,42,8.77,SY,1680069839
374,ondjiva,-17.0667,15.7333,20.01,81,75,0.68,AO,1680069839
375,anloga,5.7947,0.8973,27.84,81,44,4.52,GH,1680069839
376,narsaq,60.9167,-46.05,-12.58,61,19,3.96,GL,1680069567
377,shu,43.5983,73.7614,19.79,30,42,1.95,KZ,1680069840
378,sembe,1.6481,14.5806,21.21,99,100,1.77,CG,1680069840
379,norman wells,65.282,-126.8329,-7.01,91,54,4.01,CA,1680069717
380,road town,18.4167,-64.6167,25.16,76,20,8.28,VG,1680069784
381,shunyi,40.125,116.6453,23.97,22,0,4.0,CN,1680069840
382,fortuna,40.5982,-124.1573,7.03,90,100,4.92,US,1680069655
383,houma,29.5958,-90.7195,17.22,66,0,5.14,US,1680069705
384,kropotkin,45.4375,40.5756,9.72,89,100,1.76,RU,1680069562
385,sosva,59.1766,61.8558,-1.47,53,11,2.76,RU,1680069841
386,pacific grove,36.6177,-121.9166,8.34,91,94,1.34,US,1680069659
387,plouzane,48.3833,-4.6167,12.18,100,100,7.2,FR,1680069841
388,valley,45.1277,-116.1262,-4.66,95,100,1.78,US,1680069841
389,bosaso,11.2842,49.1816,28.99,84,0,3.09,SO,1680069584
390,emirdag,39.0197,31.15,0.06,97,100,5.36,TR,1680069842
391,padang,-0.9492,100.3543,29.03,75,63,1.72,ID,1680069582
392,nelson bay,-32.7167,152.15,25.03,81,32,0.45,AU,1680069842
393,rosarito,32.3333,-117.0333,12.53,71,30,2.4,MX,1680069744
394,ontario,34.0633,-117.6509,12.54,65,100,3.13,US,1680069504
395,guerrero,17.6667,-100.0,18.63,70,0,2.01,MX,1680069844
396,michurinsk,52.8978,40.4907,7.24,84,100,9.83,RU,1680069844
397,salinopolis,-0.6136,-47.3561,24.59,90,100,2.83,BR,1680069844
398,aykhal,66.0,111.5,-15.63,76,99,3.29,RU,1680069845
399,aklavik,68.2191,-135.0107,-14.8,83,100,3.31,CA,1680069619
400,farah,32.5,62.5,16.74,57,100,2.33,AF,1680069845
401,waddan,29.1614,16.139,12.51,80,1,4.71,LY,1680069680
402,nigde,37.8333,34.75,2.81,73,91,3.62,TR,1680069845
403,basoko,1.2391,23.616,23.77,82,100,2.44,CD,1680069846
404,dakar,14.6937,-17.4441,22.49,83,7,6.84,SN,1680069716
405,gagra,43.3283,40.2239,11.51,87,98,2.65,GE,1680069846
406,la palma,33.8464,-118.0467,14.26,82,43,0.45,US,1680069566
407,birobidzhan,48.8,132.95,13.59,30,59,6.49,RU,1680069847
408,anahuac,27.2333,-100.15,14.69,49,100,4.35,MX,1680069847
409,evensk,61.95,159.2333,-10.94,89,100,2.6,RU,1680069847
410,hervey bay,-25.2986,152.8535,25.82,69,100,5.69,AU,1680069674
411,amot,59.5714,7.9877,-9.88,93,52,2.05,NO,1680069847
412,napier,-39.4833,176.9167,11.82,61,50,4.92,NZ,1680069848
413,sovetskiy,61.3614,63.5842,-5.13,73,39,3.84,RU,1680069848
414,talnakh,69.4865,88.3972,-19.89,90,39,2.12,RU,1680069605
415,arman,59.7,150.1667,-6.1,88,100,1.64,RU,1680069850
416,sorland,67.667,12.6934,-2.08,56,5,3.7,NO,1680069595
417,comodoro rivadavia,-45.8667,-67.5,8.69,32,88,11.16,AR,1680069852
418,troitsk,54.0979,61.5773,4.21,78,100,7.54,RU,1680069852
419,chillicothe,39.3331,-82.9824,2.92,93,0,0.0,US,1680069623
420,carutapera,-1.195,-46.02,23.74,95,100,1.83,BR,1680069725
421,bud,39.447,-86.1758,3.79,85,0,1.94,US,1680069854
422,riyadh,24.6877,46.7219,21.17,22,0,1.43,SA,1680069667
423,hohhot,40.8106,111.6522,17.22,9,61,3.04,CN,1680069854
424,panjab,34.388,67.0233,3.17,98,100,2.42,AF,1680069855
425,coihueco,-36.6167,-71.8333,8.8,93,2,1.82,CL,1680069855
426,araouane,18.9048,-3.5265,24.69,11,84,5.39,ML,1680069693
427,grindavik,63.8424,-22.4338,1.26,93,100,10.8,IS,1680069706
428,vyshneve,50.3891,30.3705,-0.47,85,100,8.4,UA,1680069855
429,kushiro,42.975,144.3747,4.22,68,2,3.69,JP,1680069630
430,hornepayne,49.2138,-84.7705,-11.01,97,100,1.65,CA,1680069856
431,mercedes,-34.6515,-59.4307,19.92,70,0,3.25,AR,1680069856
432,havre,49.5833,0.3333,11.22,93,100,4.12,FR,1680069856
433,kiruna,67.8557,20.2251,-13.49,66,100,2.57,SE,1680069856
434,shimoda,34.6667,138.95,16.2,72,71,5.37,JP,1680069599
435,zhangjiakou,40.81,114.8794,19.23,9,0,2.38,CN,1680069857
436,altamont,42.2068,-121.7372,-1.68,82,0,3.6,US,1680069857
437,vao,-22.6667,167.4833,24.72,80,88,7.39,NC,1680069573
438,jalu,29.0331,21.5482,14.82,59,0,7.17,LY,1680069728
439,general roca,-39.0333,-67.5833,14.79,47,19,10.75,AR,1680069589
440,nyurba,63.2842,118.3319,-11.19,79,92,1.56,RU,1680069577
441,nossa senhora das dores,-10.4917,-37.1933,21.83,92,10,1.55,BR,1680069860
442,zernograd,46.8452,40.3083,9.02,77,100,1.66,RU,1680069861
443,hamilton,39.1834,-84.5333,3.02,91,17,1.29,US,1680069417
444,puerto escondido,15.85,-97.0667,24.21,74,1,1.15,MX,1680069641
445,isangel,-19.55,169.2667,26.84,80,49,3.66,VU,1680069584
446,harper,4.375,-7.7169,26.09,87,16,2.61,LR,1680069672
447,poplar bluff,36.757,-90.3929,6.85,84,0,0.0,US,1680069862
448,pithiviers,48.1667,2.25,9.01,84,100,3.33,FR,1680069862
449,balkanabat,39.5108,54.3671,19.52,45,0,2.46,TM,1680069863
450,aberdeen,57.1437,-2.0981,5.67,100,75,1.03,GB,1680069604
451,biak,-0.9131,122.8766,26.14,76,100,0.86,ID,1680069563
452,alofi,-19.0595,-169.9187,25.94,89,100,4.12,NU,1680069589
453,honiara,-9.4333,159.95,27.78,84,96,0.78,SB,1680069800
454,nabire,-3.3667,135.4833,27.6,68,100,1.43,ID,1680069650
455,svetlyy,54.675,20.1347,-2.97,51,1,2.55,RU,1680069864
456,saint-pierre,-21.3393,55.4781,28.65,69,0,5.66,RE,1680069864
457,naryan-mar,67.6713,53.087,-7.55,85,43,5.23,RU,1680069864
458,tsaratanana,-16.7833,47.65,26.39,76,95,1.71,MG,1680069865
459,yar-sale,66.8333,70.8333,-15.65,88,78,3.21,RU,1680069573
460,itoman,26.1247,127.6694,22.01,68,100,5.14,JP,1680069680
461,porto empedocle,37.2934,13.5264,4.62,60,0,2.37,IT,1680069865
462,goundam,16.4145,-3.6708,26.95,15,54,4.89,ML,1680069865
463,ojinaga,29.5667,-104.4167,11.9,34,0,2.06,MX,1680069866
464,takapau,-40.0333,176.35,9.29,66,34,6.8,NZ,1680069866
465,mindelo,16.8901,-24.9804,21.75,88,20,6.69,CV,1680069866
466,lorengau,-2.0226,147.2712,29.75,63,36,0.7,PG,1680069585
467,ahuimanu,21.4447,-157.8378,23.84,92,100,2.06,US,1680069867
468,ostrov,57.3439,28.3537,-2.15,77,100,5.31,RU,1680069867
469,kavaratti,10.5669,72.642,27.2,72,33,3.46,IN,1680069557
470,chermoz,58.787,56.1489,-4.52,65,5,4.44,RU,1680069867
471,dhidhdhoo,6.8833,73.1,27.67,72,71,1.76,MV,1680069558
472,kalengwa,-13.4659,25.0027,18.68,91,90,2.69,ZM,1680069868
473,khasan,42.4308,130.6434,14.5,24,0,4.93,RU,1680069652
474,ranipur,27.2879,68.5051,33.18,23,6,5.96,PK,1680069868
475,kargasok,59.0556,80.8572,2.16,97,100,6.56,RU,1680069868
476,kidal,18.4411,1.4078,22.09,9,7,4.49,ML,1680069869
477,bereda,43.2686,-7.5406,8.94,81,96,1.46,ES,1680069869
478,sechura,-5.5569,-80.8222,26.17,79,100,0.99,PE,1680069663
479,makakilo city,21.3469,-158.0858,22.78,93,100,3.6,US,1680069609
480,te anau,-45.4167,167.7167,9.42,74,3,1.54,NZ,1680069644
481,wewak,-3.5534,143.6268,29.57,68,86,3.37,PG,1680069869
482,mangrol,21.1167,70.1167,27.3,54,0,3.32,IN,1680069870
483,namibe,-15.1961,12.1522,23.89,83,95,2.44,AO,1680069573
484,watsa,3.0372,29.5355,21.43,76,97,1.21,CD,1680069870
485,nara,34.6851,135.8049,17.2,24,49,3.48,JP,1680069607
486,otoka,44.96,16.1792,4.15,58,70,1.22,BA,1680069871
487,spearfish,44.4908,-103.8594,-1.52,75,100,5.14,US,1680069871
488,chegdomyn,51.1167,133.0167,7.53,53,100,6.35,RU,1680069871
489,labuhan,-6.8844,112.2051,27.68,76,100,3.79,ID,1680069655
490,ecoporanga,-18.3733,-40.8306,18.82,97,14,0.11,BR,1680069655
491,qui nhon,13.7667,109.2333,27.36,74,46,4.06,VN,1680069872
492,imeni zhelyabova,58.9544,36.5956,2.76,93,100,5.16,RU,1680069873
493,kahului,20.8947,-156.47,24.91,79,20,2.57,US,1680069873
494,imbituba,-28.24,-48.6703,21.0,92,89,4.84,BR,1680069717
495,arroyo,41.6096,-4.7969,11.73,68,0,3.09,ES,1680069873
496,ratne,51.6683,24.5303,-0.93,56,98,7.93,UA,1680069874
497,shenandoah,30.4013,-91.0009,16.05,61,100,0.89,US,1680069874
498,mogadishu,2.0371,45.3438,28.66,70,38,4.97,SO,1680069809
499,krasnovishersk,60.4078,57.082,-3.34,67,7,1.66,RU,1680069875
500,coruripe,-10.1256,-36.1756,24.62,86,10,3.69,BR,1680069875
501,eregli,37.5133,34.0467,8.52,43,73,8.15,TR,1680069875
502,skjervoy,70.0311,20.9714,-8.0,62,42,5.61,NO,1680069876
503,kiunga,-6.1219,141.2906,32.58,54,100,1.68,PG,1680069876
504,barra do corda,-5.5,-45.25,22.0,99,100,1.79,BR,1680069877
505,husavik,66.0449,-17.3389,-4.23,86,100,5.09,IS,1680069712
506,barzas,55.7167,86.3167,4.52,92,100,5.88,RU,1680069877
507,tual,-5.6667,132.75,27.38,80,95,5.88,ID,1680069877
508,cascais,38.6979,-9.4215,15.7,74,22,2.24,PT,1680069706
509,krasnyy chikoy,50.3643,108.7512,9.25,58,96,1.5,RU,1680069878
510,rio gallegos,-51.6226,-69.2181,1.79,69,11,6.81,AR,1680069706
511,trelew,-43.249,-65.3051,10.15,43,0,11.83,AR,1680069640
512,scarborough,54.2797,-0.4044,7.96,91,75,5.36,GB,1680069648
513,plaridel,14.8872,120.8572,32.99,42,97,2.51,PH,1680069879
514,vanderhoof,54.0166,-124.0198,-3.07,98,51,1.14,CA,1680069648
515,jacareacanga,-6.2222,-57.7528,22.2,98,100,0.65,BR,1680069568
516,ilawa,53.596,19.5685,-2.34,61,0,2.68,PL,1680069879
517,terney,45.0503,136.6092,7.68,52,3,5.35,RU,1680069797
518,laguna,38.421,-121.4238,7.81,91,100,3.6,US,1680069583
519,utete,-7.986,38.758,24.21,93,100,1.56,TZ,1680069880
520,sistranda,63.7256,8.834,-4.02,68,0,6.33,NO,1680069880
521,aswan,24.0934,32.907,23.64,20,0,4.55,EG,1680069856
522,ron phibun,8.1791,99.8542,38.41,39,98,4.59,TH,1680069880
523,moa,20.6569,-74.9403,23.2,84,3,2.81,CU,1680069881
524,san miguelito,9.0333,-79.5,25.19,77,10,2.68,PA,1680069778
525,inuvik,68.3499,-133.7218,-16.89,96,100,2.44,CA,1680069881
526,rosdorf,51.5,9.9,5.22,86,100,2.6,DE,1680069881
527,bonthe,7.5264,-12.505,25.02,89,10,1.89,SL,1680069881
528,kawalu,-7.3817,108.2082,29.53,72,77,0.19,ID,1680069881
529,eyl,7.9803,49.8164,28.77,65,84,3.02,SO,1680069719
530,emerald,-23.5333,148.1667,33.52,37,70,0.82,AU,1680069882
531,jacqueville,5.2052,-4.4146,26.91,85,34,3.79,CI,1680069882
532,gharghoda,22.1667,83.35,36.34,14,2,1.43,IN,1680069882
533,vostok,46.4856,135.8833,7.88,48,5,4.43,RU,1680069656
534,inirida,3.8653,-67.9239,22.97,97,100,1.28,CO,1680069882
535,awjilah,29.1081,21.2869,14.64,60,0,6.99,LY,1680069799
536,nogales,31.3086,-110.9422,9.58,24,0,1.27,MX,1680069716
537,kovernino,57.1253,43.8142,2.16,80,96,6.14,RU,1680069883
538,camopi,3.1655,-52.3158,21.39,100,96,0.74,GF,1680069883
539,saint-leu,-21.15,55.2833,28.46,80,52,3.44,RE,1680069883
540,providencia,28.7167,-111.5833,17.48,22,0,1.51,MX,1680069884
541,jiayuguan,39.8167,98.3,14.69,11,60,4.86,CN,1680069884
542,varberg,57.1056,12.2508,3.92,92,100,7.98,SE,1680069885
543,rosario,-32.9468,-60.6393,21.73,66,0,2.62,AR,1680069643
544,tabas,33.5959,56.9244,21.6,37,7,1.1,IR,1680069886
545,gatesville,31.4352,-97.7439,12.54,81,40,2.89,US,1680069886
